Comorbid Condition,Concept ID,Concept Code,Concept Name,Vocabulary
Chronic pulmonary disease,4110048,195957006,Chronic bullous emphysema,SNOMED CT
Chronic pulmonary disease,4195892,79955004,Chronic cor pulmonale,SNOMED CT
Chronic pulmonary disease,4112814,196053000,Chronic drug-induced interstitial lung disorders,SNOMED CT
Chronic pulmonary disease,255573,13645005,Chronic obstructive lung disease,SNOMED CT
Chronic pulmonary disease,4110056,196001008,Chronic obstructive pulmonary disease with acute lower respiratory infection,SNOMED CT
Chronic pulmonary disease,44782732,133971000119108,Chronic pulmonary embolism,SNOMED CT
Chronic pulmonary disease,315831,87837008,Chronic pulmonary heart disease,SNOMED CT
Chronic pulmonary disease,252348,196049002,Chronic pulmonary radiation disease,SNOMED CT
Chronic pulmonary disease,3655113,846635004,Chronic respiratory condition caused by vapors,SNOMED CT
Chronic pulmonary disease,252946,29422001,Coal workers' pneumoconiosis,SNOMED CT
Chronic pulmonary disease,313236,409663006,Cough variant asthma,SNOMED CT
Chronic pulmonary disease,4328679,430476004,Diffuse panbronchiolitis,SNOMED CT
Chronic pulmonary disease,40493243,445928005,Eisenmenger's syndrome,SNOMED CT
Chronic pulmonary disease,259043,57686001,Emphysematous bleb of lung,SNOMED CT
Chronic pulmonary disease,258780,185086009,Emphysematous bronchitis,SNOMED CT
Chronic pulmonary disease,4138760,425969006,Exacerbation of intermittent asthma,SNOMED CT
Chronic pulmonary disease,45768908,707440005,Exercise induced bronchospasm,SNOMED CT
Chronic pulmonary disease,444084,37471005,Extrinsic allergic alveolitis,SNOMED CT
Chronic pulmonary disease,435298,18690003,Farmers' lung,SNOMED CT
Chronic pulmonary disease,4322799,71193007,Fibrosis of lung caused by radiation,SNOMED CT
Chronic pulmonary disease,4027669,13151001,Flax-dressers' disease,SNOMED CT
Chronic pulmonary disease,4066407,17385007,Graphite fibrosis of lung,SNOMED CT
Chronic pulmonary disease,434670,48347002,Humidifier lung,SNOMED CT
Chronic pulmonary disease,312950,424643009,IgE-mediated allergic asthma,SNOMED CT
Chronic pulmonary disease,4145497,266361008,Intrinsic asthma,SNOMED CT
Chronic pulmonary disease,4119298,233679003,Late onset asthma,SNOMED CT
Chronic pulmonary disease,434975,25897000,Malt-workers' lung,SNOMED CT
Chronic pulmonary disease,438175,86638007,Maple-bark strippers' lung,SNOMED CT
Chronic pulmonary disease,4146581,427679007,Mild intermittent asthma,SNOMED CT
Chronic pulmonary disease,4143828,426979002,Mild persistent asthma,SNOMED CT
Chronic pulmonary disease,4110051,195977004,Mixed asthma,SNOMED CT
Chronic pulmonary disease,4112826,195953005,Mixed simple and mucopurulent chronic bronchitis,SNOMED CT
Chronic pulmonary disease,4142738,427295004,Moderate persistent asthma,SNOMED CT
Chronic pulmonary disease,257905,74417001,Mucopurulent chronic bronchitis,SNOMED CT
Chronic pulmonary disease,433233,52333004,Mushroom workers' lung,SNOMED CT
Chronic pulmonary disease,4177944,4981000,Panacinar emphysema,SNOMED CT
Chronic pulmonary disease,259044,40122008,Pneumoconiosis,SNOMED CT
Chronic pulmonary disease,4112676,196017002,Pneumoconiosis associated with tuberculosis,SNOMED CT
Chronic pulmonary disease,254389,17996008,Pneumoconiosis due to inorganic dust,SNOMED CT
Chronic pulmonary disease,442125,805002,Pneumoconiosis due to silica,SNOMED CT
Chronic pulmonary disease,256146,426853005,Pneumoconiosis due to silicate,SNOMED CT
Chronic pulmonary disease,4249010,73144008,Pneumoconiosis due to talc,SNOMED CT
Chronic pulmonary disease,258781,74015002,Pneumonopathy due to inhalation of dust,SNOMED CT
Chronic pulmonary disease,261325,87433001,Pulmonary emphysema,SNOMED CT
Chronic pulmonary disease,4167085,274096000,Pulmonary heart disease,SNOMED CT
Chronic pulmonary disease,4167085,274096000,Pulmonary heart disease,SNOMED CT
Chronic pulmonary disease,4266525,62371005,Pulmonary siderosis,SNOMED CT
Chronic pulmonary disease,4117865,286964001,Radiation respiratory disease,SNOMED CT
Chronic pulmonary disease,4152913,370221004,Severe asthma,SNOMED CT
Chronic pulmonary disease,4145356,426656000,Severe persistent asthma,SNOMED CT
Chronic pulmonary disease,261889,61937009,Simple chronic bronchitis,SNOMED CT
Chronic pulmonary disease,4196950,51277007,Stannosis,SNOMED CT
Chronic pulmonary disease,443890,13394002,Suberosis,SNOMED CT
Chronic pulmonary disease,45768910,707444001,Uncomplicated asthma,SNOMED CT
Chronic pulmonary disease,45768963,707511009,Uncomplicated mild persistent asthma,SNOMED CT
Chronic pulmonary disease,45768964,707512002,Uncomplicated moderate persistent asthma,SNOMED CT
Chronic pulmonary disease,45768965,707513007,Uncomplicated severe persistent asthma,SNOMED CT
Metastatic solid tumor,4160276,430556008,Malignant neoplasm of genital structure,SNOMED CT
Metastatic solid tumor,443392,363346000,Malignant neoplastic disease,SNOMED CT
Metastatic solid tumor,4131422,127250009,Neoplasm of intra-abdominal lymph nodes,SNOMED CT
Metastatic solid tumor,4131428,127267002,Neoplasm of intrapelvic lymph node,SNOMED CT
Metastatic solid tumor,4131304,127245003,Neoplasm of intrathoracic lymph nodes,SNOMED CT
Metastatic solid tumor,4130839,127232002,Neoplasm of lymph node,SNOMED CT
Metastatic solid tumor,4131938,127261001,Neoplasm of lymph node of lower limb,SNOMED CT
Metastatic solid tumor,4133007,127274007,Neoplasm of lymph nodes of multiple sites,SNOMED CT
Metastatic solid tumor,4130842,127254000,Neoplasm of lymph nodes of upper limb,SNOMED CT
Metastatic solid tumor,443252,254289008,Post-transplant neoplasia,SNOMED CT
Metastatic solid tumor,439392,372087000,Primary malignant neoplasm,SNOMED CT
Metastatic solid tumor,193144,94161006,Secondary malignant neoplasm of adrenal gland,SNOMED CT
Metastatic solid tumor,4312802,94186002,Secondary malignant neoplasm of bladder,SNOMED CT
Metastatic solid tumor,78097,94222008,Secondary malignant neoplasm of bone,SNOMED CT
Metastatic solid tumor,4246450,94217008,Secondary malignant neoplasm of bone marrow,SNOMED CT
Metastatic solid tumor,4246451,94225005,Secondary malignant neoplasm of brain,SNOMED CT
Metastatic solid tumor,378087,188462001,Secondary malignant neoplasm of brain and spinal cord,SNOMED CT
Metastatic solid tumor,4312290,94246001,Secondary malignant neoplasm of cerebral meninges,SNOMED CT
Metastatic solid tumor,140960,94297009,Secondary malignant neoplasm of female breast,SNOMED CT
Metastatic solid tumor,4247962,94313005,Secondary malignant neoplasm of gastrointestinal tract,SNOMED CT
Metastatic solid tumor,192568,94347008,Secondary malignant neoplasm of intra-abdominal lymph nodes,SNOMED CT
Metastatic solid tumor,4312023,94348003,Secondary malignant neoplasm of intra-abdominal organs,SNOMED CT
Metastatic solid tumor,200959,94350006,Secondary malignant neoplasm of intrapelvic lymph nodes,SNOMED CT
Metastatic solid tumor,439751,94351005,Secondary malignant neoplasm of intrathoracic lymph nodes,SNOMED CT
Metastatic solid tumor,196053,94360002,Secondary malignant neoplasm of kidney,SNOMED CT
Metastatic solid tumor,200348,94365007,Secondary malignant neoplasm of large intestine,SNOMED CT
Metastatic solid tumor,46273652,353741000119106,Secondary malignant neoplasm of left lung,SNOMED CT
Metastatic solid tumor,4281027,369523007,Secondary malignant neoplasm of left ovary,SNOMED CT
Metastatic solid tumor,198700,94381002,Secondary malignant neoplasm of liver,SNOMED CT
Metastatic solid tumor,44806773,813671000000107,Secondary malignant neoplasm of liver and intrahepatic bile duct,SNOMED CT
Metastatic solid tumor,254591,94391008,Secondary malignant neoplasm of lung,SNOMED CT
Metastatic solid tumor,318096,94392001,Secondary malignant neoplasm of lymph node,SNOMED CT
Metastatic solid tumor,442182,94395004,Secondary malignant neoplasm of lymph nodes of lower limb,SNOMED CT
Metastatic solid tumor,320342,94396003,Secondary malignant neoplasm of lymph nodes of multiple sites,SNOMED CT
Metastatic solid tumor,434298,94398002,Secondary malignant neoplasm of lymph nodes of upper limb,SNOMED CT
Metastatic solid tumor,434875,94409002,Secondary malignant neoplasm of mediastinum,SNOMED CT
Metastatic solid tumor,373425,94442001,Secondary malignant neoplasm of nervous system,SNOMED CT
Metastatic solid tumor,199752,94455000,Secondary malignant neoplasm of ovary,SNOMED CT
Metastatic solid tumor,72266,94493005,Secondary malignant neoplasm of pleura,SNOMED CT
Metastatic solid tumor,4147162,269473008,Secondary malignant neoplasm of respiratory and digestive systems,SNOMED CT
Metastatic solid tumor,253717,94515004,Secondary malignant neoplasm of respiratory tract,SNOMED CT
Metastatic solid tumor,4315806,94628003,Secondary malignant neoplasm of retroperitoneum,SNOMED CT
Metastatic solid tumor,196925,188445006,Secondary malignant neoplasm of retroperitoneum and peritoneum,SNOMED CT
Metastatic solid tumor,46270513,353561000119103,Secondary malignant neoplasm of right lung,SNOMED CT
Metastatic solid tumor,4281030,369530001,Secondary malignant neoplasm of right ovary,SNOMED CT
Metastatic solid tumor,136354,94579000,Secondary malignant neoplasm of skin,SNOMED CT
Metastatic solid tumor,198371,94580002,Secondary malignant neoplasm of small intestine,SNOMED CT
Metastatic solid tumor,4314071,94649002,Secondary malignant neoplasm of trunk,SNOMED CT
Metastatic solid tumor,4158910,274088005,Secondary malignant neoplasm of unknown site,SNOMED CT
Metastatic solid tumor,78987,94663008,Secondary malignant neoplasm of urinary system,SNOMED CT
Metastatic solid tumor,432851,128462008,Secondary malignant neoplastic disease,SNOMED CT
Moderate or severe liver disease,4340386,235881000,Alcoholic hepatic failure,SNOMED CT
Moderate or severe liver disease,28779,17709002,Bleeding esophageal varices,SNOMED CT
Moderate or severe liver disease,4340390,235886005,Chronic hepatic failure,SNOMED CT
Moderate or severe liver disease,24966,28670008,Esophageal varices,SNOMED CT
Moderate or severe liver disease,4111998,195474004,Esophageal varices associated with another disorder,SNOMED CT
Moderate or severe liver disease,4112183,195475003,"Esophageal varices with bleeding, associated with another disorder",SNOMED CT
Moderate or severe liver disease,22340,14223005,Esophageal varices without bleeding,SNOMED CT
Moderate or severe liver disease,4237824,91109007,Gastric varices,SNOMED CT
Moderate or severe liver disease,46269818,1082621000119100,Hepatic coma due to alcoholic liver failure,SNOMED CT
Moderate or severe liver disease,46269836,1085091000119100,Hepatic coma due to chronic hepatic failure,SNOMED CT
Moderate or severe liver disease,4029488,13920009,Hepatic encephalopathy,SNOMED CT
Moderate or severe liver disease,4245975,59927004,Hepatic failure,SNOMED CT
Moderate or severe liver disease,196455,51292008,Hepatorenal syndrome,SNOMED CT
Moderate or severe liver disease,192680,34742003,Portal hypertension,SNOMED CT
Moderate or severe liver disease,40481531,444918006,Sequela of chronic liver disease,SNOMED CT
Moderate or severe liver disease,4026136,197356006,Toxic liver disease with hepatic necrosis,SNOMED CT
Moderate or severe liver disease,4277276,65617004,Veno-occlusive disease of the liver,SNOMED CT
Hemiplegia or paraplegia,4102342,192970008,Cauda equina syndrome,SNOMED CT
Hemiplegia or paraplegia,193186,12454008,Cauda equina syndrome with neurogenic bladder,SNOMED CT
Hemiplegia or paraplegia,134331,8663007,Cauda equina syndrome without neurogenic bladder,SNOMED CT
Hemiplegia or paraplegia,4134120,128188000,Cerebral palsy,SNOMED CT
Hemiplegia or paraplegia,4104204,29188005,Complete bilateral paralysis,SNOMED CT
Hemiplegia or paraplegia,43530718,290401000119108,Complete paraplegia,SNOMED CT
Hemiplegia or paraplegia,40480416,441705005,Complete tetraplegia due to lesion at C1-C4 level,SNOMED CT
Hemiplegia or paraplegia,40481376,441980007,Complete tetraplegia due to lesion at C5-C7 level,SNOMED CT
Hemiplegia or paraplegia,4173811,275468009,Congenital quadriplegia,SNOMED CT
Hemiplegia or paraplegia,372880,54099005,Diplegia of upper limbs,SNOMED CT
Hemiplegia or paraplegia,132617,58193001,Diplegic cerebral palsy,SNOMED CT
Hemiplegia or paraplegia,372613,80935004,Flaccid hemiplegia,SNOMED CT
Hemiplegia or paraplegia,40481757,442020005,Flaccid hemiplegia of dominant side,SNOMED CT
Hemiplegia or paraplegia,40481820,442077006,Flaccid hemiplegia of nondominant side,SNOMED CT
Hemiplegia or paraplegia,4101738,192966000,Flaccid paraplegia,SNOMED CT
Hemiplegia or paraplegia,4104848,192964002,Flaccid tetraplegia,SNOMED CT
Hemiplegia or paraplegia,374022,50582007,Hemiplegia,SNOMED CT
Hemiplegia or paraplegia,40482237,442155009,Hemiplegia of dominant side,SNOMED CT
Hemiplegia or paraplegia,40480429,441717007,Hemiplegia of nondominant side,SNOMED CT
Hemiplegia or paraplegia,134031,43486001,Hemiplegic cerebral palsy,SNOMED CT
Hemiplegia or paraplegia,192901,39912006,Hereditary spastic paraplegia,SNOMED CT
Hemiplegia or paraplegia,37019108,714279000,Human T-cell lymphotropic virus 1-associated myelopathy,SNOMED CT
Hemiplegia or paraplegia,43530719,290411000119106,Incomplete paraplegia,SNOMED CT
Hemiplegia or paraplegia,40480514,441794001,Incomplete tetraplegia due to lesion at C5-C7 level,SNOMED CT
Hemiplegia or paraplegia,40480066,441688003,Incomplete tetraplegia due to spinal cord lesion at C1-C4 level,SNOMED CT
Hemiplegia or paraplegia,374336,1593000,Infantile hemiplegia,SNOMED CT
Hemiplegia or paraplegia,381548,86022000,Monoplegia,SNOMED CT
Hemiplegia or paraplegia,195240,80420005,Monoplegia of lower limb,SNOMED CT
Hemiplegia or paraplegia,4144328,426167003,Monoplegia of lower limb affecting dominant side,SNOMED CT
Hemiplegia or paraplegia,4141654,426934001,Monoplegia of lower limb affecting non-dominant side,SNOMED CT
Hemiplegia or paraplegia,379012,41764006,Monoplegia of upper limb,SNOMED CT
Hemiplegia or paraplegia,380393,426536006,Monoplegia of upper limb affecting non-dominant side,SNOMED CT
Hemiplegia or paraplegia,380393,426536006,Monoplegia of upper limb affecting non-dominant side,SNOMED CT
Hemiplegia or paraplegia,40481345,441951003,Monoplegia of upper limb of dominant side,SNOMED CT
Hemiplegia or paraplegia,442543,56409008,Monoplegic cerebral palsy,SNOMED CT
Hemiplegia or paraplegia,440377,44695005,Paralysis,SNOMED CT
Hemiplegia or paraplegia,374377,29426003,Paralytic syndrome,SNOMED CT
Hemiplegia or paraplegia,43531639,609557004,Paralytic syndrome on one side of the body,SNOMED CT
Hemiplegia or paraplegia,192606,60389000,Paraplegia,SNOMED CT
Hemiplegia or paraplegia,44782711,22881000119100,Quadriplegia with quadriparesis,SNOMED CT
Hemiplegia or paraplegia,375528,79633009,Spastic hemiplegia,SNOMED CT
Hemiplegia or paraplegia,40480944,441892008,Spastic hemiplegia of dominant side,SNOMED CT
Hemiplegia or paraplegia,40480435,441722007,Spastic hemiplegia of nondominant side,SNOMED CT
Hemiplegia or paraplegia,44806793,813921000000104,Spastic hemiplegic cerebral palsy,SNOMED CT
Hemiplegia or paraplegia,4101739,192967009,Spastic paraplegia,SNOMED CT
Hemiplegia or paraplegia,4102341,192965001,Spastic tetraplegia,SNOMED CT
Hemiplegia or paraplegia,374914,11538006,Tetraplegia,SNOMED CT
Mild liver disease,201343,9953008,Acute alcoholic liver disease,SNOMED CT
Mild liver disease,196463,420054005,Alcoholic cirrhosis,SNOMED CT
Mild liver disease,193256,50325005,Alcoholic fatty liver,SNOMED CT
Mild liver disease,4340385,235880004,Alcoholic fibrosis and sclerosis of liver,SNOMED CT
Mild liver disease,4340383,235875008,Alcoholic hepatitis,SNOMED CT
Mild liver disease,201612,41309000,Alcoholic liver damage,SNOMED CT
Mild liver disease,46269816,1082601000119100,Ascites due to alcoholic cirrhosis,SNOMED CT
Mild liver disease,200762,408335007,Autoimmune hepatitis,SNOMED CT
Mild liver disease,192675,1761006,Biliary cirrhosis,SNOMED CT
Mild liver disease,4058696,197364000,Central hemorrhagic necrosis of liver,SNOMED CT
Mild liver disease,4026125,197284004,Chronic active hepatitis,SNOMED CT
Mild liver disease,200763,76783007,Chronic hepatitis,SNOMED CT
Mild liver disease,198964,128302006,Chronic hepatitis C,SNOMED CT
Mild liver disease,4238978,57339008,Chronic lobular hepatitis,SNOMED CT
Mild liver disease,201613,79720007,Chronic nonalcoholic liver disease,SNOMED CT
Mild liver disease,199867,41889008,Chronic persistent hepatitis,SNOMED CT
Mild liver disease,4012113,10295004,Chronic viral hepatitis,SNOMED CT
Mild liver disease,192240,235869004,Chronic viral hepatitis B with hepatitis D,SNOMED CT
Mild liver disease,439674,186639003,Chronic viral hepatitis B without delta-agent,SNOMED CT
Mild liver disease,763021,435101000124104,Chronic viral hepatitis C with hepatic coma,SNOMED CT
Mild liver disease,194692,266468003,Cirrhosis - non-alcoholic,SNOMED CT
Mild liver disease,4059284,197279005,Cirrhosis and chronic liver disease,SNOMED CT
Mild liver disease,4064161,19943007,Cirrhosis of liver,SNOMED CT
Mild liver disease,194984,235856003,Disease of liver,SNOMED CT
Mild liver disease,46273476,1092801000119100,Hepatic ascites co-occurrent with chronic active hepatitis due to toxic liver disease,SNOMED CT
Mild liver disease,46269835,1085021000119100,Hepatic ascites due to chronic alcoholic hepatitis,SNOMED CT
Mild liver disease,439675,186624004,Hepatic coma due to acute hepatitis B with delta agent,SNOMED CT
Mild liver disease,4308946,424340000,Hepatic coma due to chronic hepatitis B,SNOMED CT
Mild liver disease,196029,40946000,Hepatic coma due to viral hepatitis,SNOMED CT
Mild liver disease,4267417,62484002,Hepatic fibrosis,SNOMED CT
Mild liver disease,4340948,235901004,Hepatic fibrosis with hepatic sclerosis,SNOMED CT
Mild liver disease,194417,17890003,Hepatic infarction,SNOMED CT
Mild liver disease,4337543,87248009,Hepatic necrosis,SNOMED CT
Mild liver disease,4340394,235899008,Hepatic sclerosis,SNOMED CT
Mild liver disease,4159144,371067004,Hepatopulmonary syndrome,SNOMED CT
Mild liver disease,194990,128241005,Inflammatory disease of liver,SNOMED CT
Mild liver disease,4240725,58008004,Peliosis hepatis,SNOMED CT
Mild liver disease,4135822,31712002,Primary biliary cholangitis,SNOMED CT
Mild liver disease,4046123,12368000,Secondary biliary cirrhosis,SNOMED CT
Mild liver disease,4059290,197321007,Steatosis of liver,SNOMED CT
Mild liver disease,4059299,197361008,Toxic liver disease with chronic active hepatitis,SNOMED CT
Mild liver disease,4059298,197359004,Toxic liver disease with chronic persistent hepatitis,SNOMED CT
Mild liver disease,4058695,197362001,Toxic liver disease with fibrosis and cirrhosis of liver,SNOMED CT
Mild liver disease,42537742,737297006,Transplanted liver present,SNOMED CT
Mild liver disease,198683,111891008,Viral hepatitis B without hepatic coma,SNOMED CT
Mild liver disease,193693,111896003,Viral hepatitis without hepatic coma,SNOMED CT
Peptic ulcer disease,4027729,12847006,Acute duodenal ulcer with hemorrhage,SNOMED CT
Peptic ulcer disease,441062,87756006,Acute duodenal ulcer with hemorrhage AND obstruction,SNOMED CT
Peptic ulcer disease,4336230,86895006,Acute duodenal ulcer with hemorrhage AND perforation,SNOMED CT
Peptic ulcer disease,435855,51847008,Acute duodenal ulcer with hemorrhage AND with perforation but without obstruction,SNOMED CT
Peptic ulcer disease,434402,66767006,Acute duodenal ulcer with hemorrhage but without obstruction,SNOMED CT
Peptic ulcer disease,437021,41986000,"Acute duodenal ulcer with hemorrhage, with perforation AND with obstruction",SNOMED CT
Peptic ulcer disease,4265479,61347001,Acute duodenal ulcer with perforation,SNOMED CT
Peptic ulcer disease,434070,62936002,Acute duodenal ulcer with perforation AND obstruction,SNOMED CT
Peptic ulcer disease,435578,22511002,Acute duodenal ulcer with perforation but without obstruction,SNOMED CT
Peptic ulcer disease,4138962,32490005,Acute duodenal ulcer without hemorrhage AND without perforation,SNOMED CT
Peptic ulcer disease,435859,75342000,Acute duodenal ulcer without hemorrhage AND without perforation but with obstruction,SNOMED CT
Peptic ulcer disease,440755,23693000,"Acute duodenal ulcer without hemorrhage, without perforation AND without obstruction",SNOMED CT
Peptic ulcer disease,4231580,89748001,Acute gastric ulcer with hemorrhage,SNOMED CT
Peptic ulcer disease,198467,46708007,Acute gastric ulcer with hemorrhage and obstruction,SNOMED CT
Peptic ulcer disease,4169592,48974009,Acute gastric ulcer with hemorrhage and perforation,SNOMED CT
Peptic ulcer disease,199855,17067009,Acute gastric ulcer with hemorrhage AND with perforation but without obstruction,SNOMED CT
Peptic ulcer disease,193795,70418001,Acute gastric ulcer with hemorrhage but without obstruction,SNOMED CT
Peptic ulcer disease,195845,53337006,"Acute gastric ulcer with hemorrhage, with perforation and with obstruction",SNOMED CT
Peptic ulcer disease,4057953,19850005,Acute gastric ulcer with perforation,SNOMED CT
Peptic ulcer disease,200137,43694004,Acute gastric ulcer with perforation AND obstruction,SNOMED CT
Peptic ulcer disease,194680,90628007,Acute gastric ulcer with perforation but without obstruction,SNOMED CT
Peptic ulcer disease,4195231,67964002,Acute gastric ulcer without hemorrhage AND without perforation,SNOMED CT
Peptic ulcer disease,192954,81225008,Acute gastric ulcer without hemorrhage AND without perforation but with obstruction,SNOMED CT
Peptic ulcer disease,199062,54053008,"Acute gastric ulcer without hemorrhage, without perforation AND without obstruction",SNOMED CT
Peptic ulcer disease,4274491,63954007,Acute gastrojejunal ulcer with hemorrhage,SNOMED CT
Peptic ulcer disease,441063,72408002,Acute gastrojejunal ulcer with hemorrhage and obstruction,SNOMED CT
Peptic ulcer disease,4217947,81387001,Acute gastrojejunal ulcer with hemorrhage and perforation,SNOMED CT
Peptic ulcer disease,441328,66673003,Acute gastrojejunal ulcer with hemorrhage and with perforation but without obstruction,SNOMED CT
Peptic ulcer disease,438468,59515005,Acute gastrojejunal ulcer with hemorrhage but without obstruction,SNOMED CT
Peptic ulcer disease,442314,58711008,"Acute gastrojejunal ulcer with hemorrhage, with perforation and with obstruction",SNOMED CT
Peptic ulcer disease,4280942,66636001,Acute gastrojejunal ulcer with perforation,SNOMED CT
Peptic ulcer disease,435846,72219001,Acute gastrojejunal ulcer with perforation AND obstruction,SNOMED CT
Peptic ulcer disease,437598,72395008,Acute gastrojejunal ulcer with perforation but without obstruction,SNOMED CT
Peptic ulcer disease,4147683,30514008,Acute gastrojejunal ulcer without hemorrhage AND without perforation,SNOMED CT
Peptic ulcer disease,432951,10389003,Acute gastrojejunal ulcer without hemorrhage AND without perforation but with obstruction,SNOMED CT
Peptic ulcer disease,436460,77987006,"Acute gastrojejunal ulcer without hemorrhage, without perforation AND without obstruction",SNOMED CT
Peptic ulcer disease,4046500,12274003,Acute peptic ulcer with hemorrhage,SNOMED CT
Peptic ulcer disease,23237,43406003,Acute peptic ulcer with hemorrhage AND obstruction,SNOMED CT
Peptic ulcer disease,4006994,111353003,Acute peptic ulcer with hemorrhage and perforation,SNOMED CT
Peptic ulcer disease,27026,47064007,Acute peptic ulcer with hemorrhage AND with perforation but without obstruction,SNOMED CT
Peptic ulcer disease,31335,22157005,Acute peptic ulcer with hemorrhage but without obstruction,SNOMED CT
Peptic ulcer disease,194986,28945005,"Acute peptic ulcer with hemorrhage, with perforation AND with obstruction",SNOMED CT
Peptic ulcer disease,4194543,79118000,Acute peptic ulcer with perforation,SNOMED CT
Peptic ulcer disease,26718,35681000,Acute peptic ulcer with perforation AND obstruction,SNOMED CT
Peptic ulcer disease,30439,34921009,Acute peptic ulcer with perforation but without obstruction,SNOMED CT
Peptic ulcer disease,4163865,45485004,Acute peptic ulcer without hemorrhage AND without perforation,SNOMED CT
Peptic ulcer disease,195584,58085004,Acute peptic ulcer without hemorrhage AND without perforation but with obstruction,SNOMED CT
Peptic ulcer disease,198187,3023008,"Acute peptic ulcer without hemorrhage, without perforation AND without obstruction",SNOMED CT
Peptic ulcer disease,4232181,89469000,Chronic duodenal ulcer with hemorrhage,SNOMED CT
Peptic ulcer disease,437323,34021006,Chronic duodenal ulcer with hemorrhage AND obstruction,SNOMED CT
Peptic ulcer disease,4289830,36975000,Chronic duodenal ulcer with hemorrhage AND perforation,SNOMED CT
Peptic ulcer disease,438796,81142005,Chronic duodenal ulcer with hemorrhage AND with perforation but without obstruction,SNOMED CT
Peptic ulcer disease,436148,62341002,Chronic duodenal ulcer with hemorrhage but without obstruction,SNOMED CT
Peptic ulcer disease,440756,86258000,"Chronic duodenal ulcer with hemorrhage, with perforation AND with obstruction",SNOMED CT
Peptic ulcer disease,4173408,49916007,Chronic duodenal ulcer with perforation,SNOMED CT
Peptic ulcer disease,439058,60551006,Chronic duodenal ulcer with perforation AND obstruction,SNOMED CT
Peptic ulcer disease,432354,34602004,Chronic duodenal ulcer with perforation but without obstruction,SNOMED CT
Peptic ulcer disease,4222896,40214005,Chronic duodenal ulcer without hemorrhage AND without perforation,SNOMED CT
Peptic ulcer disease,443770,28082003,Chronic duodenal ulcer without hemorrhage AND without perforation but with obstruction,SNOMED CT
Peptic ulcer disease,433246,57940000,"Chronic duodenal ulcer without hemorrhage, without perforation AND without obstruction",SNOMED CT
Peptic ulcer disease,4211001,57246001,Chronic gastric ulcer with hemorrhage,SNOMED CT
Peptic ulcer disease,201885,85859006,Chronic gastric ulcer with hemorrhage and with obstruction,SNOMED CT
Peptic ulcer disease,4294973,76181002,Chronic gastric ulcer with hemorrhage and with perforation,SNOMED CT
Peptic ulcer disease,196442,74341002,Chronic gastric ulcer with hemorrhage AND with perforation but without obstruction,SNOMED CT
Peptic ulcer disease,197018,76078009,Chronic gastric ulcer with hemorrhage but without obstruction,SNOMED CT
Peptic ulcer disease,198801,85787009,"Chronic gastric ulcer with hemorrhage, with perforation and with obstruction",SNOMED CT
Peptic ulcer disease,4150681,31301004,Chronic gastric ulcer with perforation,SNOMED CT
Peptic ulcer disease,4206315,55483002,Chronic gastric ulcer with perforation AND with obstruction,SNOMED CT
Peptic ulcer disease,197914,36246001,Chronic gastric ulcer with perforation but without obstruction,SNOMED CT
Peptic ulcer disease,4296611,76796008,Chronic gastric ulcer without hemorrhage AND without perforation,SNOMED CT
Peptic ulcer disease,195583,60531007,Chronic gastric ulcer without hemorrhage AND without perforation but with obstruction,SNOMED CT
Peptic ulcer disease,200769,1567007,"Chronic gastric ulcer without hemorrhage, without perforation AND without obstruction",SNOMED CT
Peptic ulcer disease,433515,62838000,Chronic gastrojejunal ulcer with hemorrhage,SNOMED CT
Peptic ulcer disease,436729,90257004,Chronic gastrojejunal ulcer with hemorrhage and obstruction,SNOMED CT
Peptic ulcer disease,4164920,45640006,Chronic gastrojejunal ulcer with hemorrhage and perforation,SNOMED CT
Peptic ulcer disease,437326,46523000,Chronic gastrojejunal ulcer with hemorrhage and with perforation but without obstruction,SNOMED CT
Peptic ulcer disease,443779,24001002,"Chronic gastrojejunal ulcer with hemorrhage, with perforation and with obstruction",SNOMED CT
Peptic ulcer disease,4101870,2807004,Chronic gastrojejunal ulcer with perforation,SNOMED CT
Peptic ulcer disease,444102,10897002,Chronic gastrojejunal ulcer with perforation AND with obstruction,SNOMED CT
Peptic ulcer disease,435579,62477005,Chronic gastrojejunal ulcer with perforation but without obstruction,SNOMED CT
Peptic ulcer disease,4177387,4269005,Chronic gastrojejunal ulcer without hemorrhage AND without perforation,SNOMED CT
Peptic ulcer disease,434400,56579005,Chronic gastrojejunal ulcer without hemorrhage AND without perforation but with obstruction,SNOMED CT
Peptic ulcer disease,438795,41626001,"Chronic gastrojejunal ulcer without hemorrhage, without perforation AND without obstruction",SNOMED CT
Peptic ulcer disease,4174044,49232000,Chronic peptic ulcer with hemorrhage,SNOMED CT
Peptic ulcer disease,24076,56461008,Chronic peptic ulcer with hemorrhage AND obstruction,SNOMED CT
Peptic ulcer disease,4247008,61300005,Chronic peptic ulcer with hemorrhage AND perforation,SNOMED CT
Peptic ulcer disease,22665,55746001,Chronic peptic ulcer with hemorrhage AND with perforation but without obstruction,SNOMED CT
Peptic ulcer disease,30770,81518000,Chronic peptic ulcer with hemorrhage but without obstruction,SNOMED CT
Peptic ulcer disease,24397,77661009,"Chronic peptic ulcer with hemorrhage, with perforation AND with obstruction",SNOMED CT
Peptic ulcer disease,4146517,3483000,Chronic peptic ulcer with perforation,SNOMED CT
Peptic ulcer disease,30442,57871005,Chronic peptic ulcer with perforation AND obstruction,SNOMED CT
